tenant_id,period_start,period_end,period_grain,domain,metric_name,metric_value,metric_unit,computed_at,run_id,trace_id
pulse-demo,2018-01-22,2018-01-28,weekly,financial,burn_rate,102903.36,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,cash_flow,13242.5,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,cumulative_expenses,296683.44,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,cumulative_profit,81018.57,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,cumulative_revenue,377702.01,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,outstanding_invoices,5.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,revenue_growth,0.3823540210663695,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,weekly_profit,29623.39,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-22,2018-01-28,weekly,financial,weekly_revenue,132526.75,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,burn_rate,75355.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,cash_flow,-26215.559999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,cumulative_expenses,372038.44,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,cumulative_profit,81937.53,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,cumulative_revenue,453975.97,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,outstanding_invoices,5.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,revenue_growth,-0.42446366488275017,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,weekly_profit,918.9599999999991,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-01-29,2018-02-04,weekly,financial,weekly_revenue,76273.95999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,burn_rate,164410.18,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,cash_flow,-66188.31999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,cumulative_expenses,536448.62,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,cumulative_profit,118726.67,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,cumulative_revenue,655175.29,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,outstanding_invoices,5.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,revenue_growth,1.6378507160241849,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,weekly_profit,36789.14,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-05,2018-02-11,weekly,financial,weekly_revenue,201199.32,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,burn_rate,118639.56,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,cash_flow,-25407.289999999994,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,cumulative_expenses,655088.1799999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,cumulative_profit,133234.35,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,cumulative_revenue,788322.53,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,outstanding_invoices,6.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,revenue_growth,-0.33823215704705173,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,weekly_profit,14507.679999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-12,2018-02-18,weekly,financial,weekly_revenue,133147.24,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,burn_rate,19646.42,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,cash_flow,2501.329999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,cumulative_expenses,674734.6,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,cumulative_profit,151464.46,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,cumulative_revenue,826199.06,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,outstanding_invoices,10.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,revenue_growth,-0.7155289888096816,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,weekly_profit,18230.11,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-19,2018-02-25,weekly,financial,weekly_revenue,37876.53,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,burn_rate,72113.73000000001,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,cash_flow,-14338.399999999994,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,cumulative_expenses,746848.33,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,cumulative_profit,183046.72,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,cumulative_revenue,929895.05,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,outstanding_invoices,21.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,revenue_growth,1.7377373270465903,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,weekly_profit,31582.260000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-02-26,2018-03-04,weekly,financial,weekly_revenue,103695.98999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,burn_rate,133200.84,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,cash_flow,24419.67,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,cumulative_expenses,880049.1699999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,cumulative_profit,180457.16,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,cumulative_revenue,1060506.33,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,outstanding_invoices,26.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,revenue_growth,0.25955960302804393,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,weekly_profit,-2589.5599999999977,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-05,2018-03-11,weekly,financial,weekly_revenue,130611.28,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,burn_rate,33562.5,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,cash_flow,-16598.909999999996,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,cumulative_expenses,913611.6699999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,cumulative_profit,184344.64,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,cumulative_revenue,1097956.31,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,outstanding_invoices,28.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,revenue_growth,-0.7132714724180024,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,weekly_profit,3887.48,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-12,2018-03-18,weekly,financial,weekly_revenue,37449.98,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,burn_rate,123830.90999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,cash_flow,75733.76000000001,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,cumulative_expenses,1037442.58,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,cumulative_profit,226792.54,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,cumulative_revenue,1264235.12,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,outstanding_invoices,37.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,revenue_growth,3.4400240000128166,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,weekly_profit,42447.899999999994,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-19,2018-03-25,weekly,financial,weekly_revenue,166278.81,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,burn_rate,20893.78,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,cash_flow,-21310.769999999997,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,cumulative_expenses,1058336.3599999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,cumulative_profit,261973.68,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,cumulative_revenue,1320310.04,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,outstanding_invoices,40.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,revenue_growth,-0.6627656885444393,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,weekly_profit,35181.14,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-03-26,2018-04-01,weekly,financial,weekly_revenue,56074.92,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,burn_rate,51140.32,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,cash_flow,10906.36,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,cumulative_expenses,1109476.68,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,cumulative_profit,278008.6,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,cumulative_revenue,1387485.28,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,outstanding_invoices,43.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,revenue_growth,0.1979551642695167,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,weekly_profit,16034.92,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-02,2018-04-08,weekly,financial,weekly_revenue,67175.24,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,burn_rate,50453.600000000006,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,cash_flow,-1787.5699999999997,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,cumulative_expenses,1159930.28,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,cumulative_profit,271836.83,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,cumulative_revenue,1431767.11,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,outstanding_invoices,46.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,revenue_growth,-0.34080131310286355,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,weekly_profit,-6171.77,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-09,2018-04-15,weekly,financial,weekly_revenue,44281.83,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,burn_rate,15898.2,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,cash_flow,-7113.4100000000035,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,cumulative_expenses,1175828.48,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,cumulative_profit,285585.31,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,cumulative_revenue,1461413.79,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,outstanding_invoices,47.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,revenue_growth,-0.3305001170909152,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,weekly_profit,13748.48,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-16,2018-04-22,weekly,financial,weekly_revenue,29646.68,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,burn_rate,66038.81999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,cash_flow,28147.880000000005,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,cumulative_expenses,1241867.3,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,cumulative_profit,286412.27,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,cumulative_revenue,1528279.57,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,outstanding_invoices,49.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,revenue_growth,1.2554221922994413,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,weekly_profit,826.96,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-23,2018-04-29,weekly,financial,weekly_revenue,66865.78,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,burn_rate,54143.479999999996,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,cash_flow,-40595.159999999996,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,cumulative_expenses,1296010.78,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,cumulative_profit,317609.63,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,cumulative_revenue,1613620.41,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,outstanding_invoices,51.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,revenue_growth,0.27630067278060616,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,weekly_profit,31197.36,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-04-30,2018-05-06,weekly,financial,weekly_revenue,85340.84,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,burn_rate,45466.82,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,cash_flow,45150.899999999994,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,cumulative_expenses,1341477.5999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,cumulative_profit,317456.81,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,cumulative_revenue,1658934.41,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,outstanding_invoices,52.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,revenue_growth,-0.4690232718590536,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,weekly_profit,-152.8199999999997,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-07,2018-05-13,weekly,financial,weekly_revenue,45314.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,burn_rate,75645.13,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,cash_flow,-9498.890000000014,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,cumulative_expenses,1417122.73,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,cumulative_profit,342417.05,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,cumulative_revenue,1759539.78,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,outstanding_invoices,52.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,revenue_growth,1.2201829456680053,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,weekly_profit,24960.239999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-14,2018-05-20,weekly,financial,weekly_revenue,100605.37,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,burn_rate,74345.06,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,cash_flow,-26285.410000000003,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,cumulative_expenses,1491467.79,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,cumulative_profit,404089.02,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,cumulative_revenue,1895556.81,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,outstanding_invoices,51.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,revenue_growth,0.3519857836614487,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,weekly_profit,61671.97,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-21,2018-05-27,weekly,financial,weekly_revenue,136017.03,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,burn_rate,28344.14,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,cash_flow,24249.950000000004,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,cumulative_expenses,1519811.93,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,cumulative_profit,434048.17,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,cumulative_revenue,1953860.1,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,outstanding_invoices,48.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,revenue_growth,-0.5713530136630685,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,weekly_profit,29959.15,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-05-28,2018-06-03,weekly,financial,weekly_revenue,58303.29,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,burn_rate,45346.57,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,cash_flow,33192.29999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,cumulative_expenses,1565158.5,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,cumulative_profit,476836.06,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,cumulative_revenue,2041994.56,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,outstanding_invoices,46.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,revenue_growth,0.5116550026593695,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,weekly_profit,42787.89,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2018-06-04,2018-06-10,weekly,financial,weekly_revenue,88134.45999999999,currency,2026-05-01T07:23:32.744000Z,0,0
